order_details_id,order_id,order_date,order_time,item_id
3378,1494,2023-01-25,21:01:50,132
3379,1495,2023-01-25,21:17:32,129
3380,1495,2023-01-25,21:17:32,122
3381,1495,2023-01-25,21:17:32,130
3382,1496,2023-01-25,21:32:38,111
3383,1497,2023-01-26,11:15:57,107
3384,1497,2023-01-26,11:15:57,116
3385,1497,2023-01-26,11:15:57,117
3386,1498,2023-01-26,11:25:10,106
3387,1499,2023-01-26,11:33:33,109
3388,1500,2023-01-26,11:52:57,108
3389,1500,2023-01-26,11:52:57,111
3390,1500,2023-01-26,11:52:57,120
3391,1500,2023-01-26,11:52:57,122
3392,1501,2023-01-26,12:03:55,102
3393,1501,2023-01-26,12:03:55,125
3394,1501,2023-01-26,12:03:55,113
3395,1501,2023-01-26,12:03:55,122
3396,1502,2023-01-26,12:04:48,125
3397,1502,2023-01-26,12:04:48,NULL
3398,1503,2023-01-26,12:10:49,117
3399,1504,2023-01-26,12:44:38,107
3400,1504,2023-01-26,12:44:38,102
3401,1504,2023-01-26,12:44:38,102
3402,1504,2023-01-26,12:44:38,126
3403,1504,2023-01-26,12:44:38,128
3404,1504,2023-01-26,12:44:38,113
3405,1504,2023-01-26,12:44:38,113
3406,1504,2023-01-26,12:44:38,105
3407,1504,2023-01-26,12:44:38,130
3408,1504,2023-01-26,12:44:38,106
3409,1505,2023-01-26,12:47:34,115
3410,1505,2023-01-26,12:47:34,102
3411,1505,2023-01-26,12:47:34,108
3412,1505,2023-01-26,12:47:34,132
3413,1506,2023-01-26,12:56:04,114
3414,1507,2023-01-26,13:02:45,119
3415,1508,2023-01-26,13:03:59,124
3416,1509,2023-01-26,13:08:25,102
3417,1509,2023-01-26,13:08:25,126
3418,1509,2023-01-26,13:08:25,127
3419,1509,2023-01-26,13:08:25,112
3420,1509,2023-01-26,13:08:25,120
3421,1510,2023-01-26,13:15:18,125
3422,1511,2023-01-26,13:24:17,124
3423,1512,2023-01-26,13:27:32,119
3424,1513,2023-01-26,13:46:01,113
3425,1513,2023-01-26,13:46:01,113
3426,1514,2023-01-26,13:51:21,107
3427,1514,2023-01-26,13:51:21,120
3428,1515,2023-01-26,13:52:36,129
3429,1516,2023-01-26,13:54:36,113
3430,1516,2023-01-26,13:54:36,120
3431,1517,2023-01-26,13:56:01,105
3432,1518,2023-01-26,14:00:13,117
3433,1519,2023-01-26,14:21:10,114
3434,1520,2023-01-26,14:25:20,102
3435,1520,2023-01-26,14:25:20,103
3436,1521,2023-01-26,14:32:57,109
3437,1521,2023-01-26,14:32:57,120
3438,1522,2023-01-26,14:35:32,107
3439,1522,2023-01-26,14:35:32,108
3440,1522,2023-01-26,14:35:32,108
3441,1522,2023-01-26,14:35:32,117
3442,1523,2023-01-26,14:38:13,119
3443,1524,2023-01-26,14:47:17,132
3444,1525,2023-01-26,14:47:46,118
3445,1526,2023-01-26,14:55:06,106
3446,1527,2023-01-26,15:14:30,116
3447,1527,2023-01-26,15:14:30,126
3448,1528,2023-01-26,15:24:38,NULL
3449,1529,2023-01-26,15:35:32,118
3450,1529,2023-01-26,15:35:32,114
3451,1530,2023-01-26,15:49:09,125
3452,1530,2023-01-26,15:49:09,128
3453,1531,2023-01-26,15:58:50,109
3454,1532,2023-01-26,16:04:46,107
3455,1532,2023-01-26,16:04:46,113
3456,1533,2023-01-26,16:08:02,101
3457,1533,2023-01-26,16:08:02,112
3458,1534,2023-01-26,16:21:23,128
3459,1534,2023-01-26,16:21:23,130
3460,1534,2023-01-26,16:21:23,114
3461,1535,2023-01-26,16:38:21,101
3462,1535,2023-01-26,16:38:21,125
3463,1535,2023-01-26,16:38:21,127
3464,1535,2023-01-26,16:38:21,131
3465,1536,2023-01-26,16:52:11,116
3466,1536,2023-01-26,16:52:11,113
3467,1536,2023-01-26,16:52:11,120
3468,1537,2023-01-26,17:04:54,104
3469,1538,2023-01-26,17:06:36,103
3470,1538,2023-01-26,17:06:36,130
3471,1538,2023-01-26,17:06:36,131
3472,1539,2023-01-26,18:03:43,124
3473,1539,2023-01-26,18:03:43,117
3474,1539,2023-01-26,18:03:43,106
3475,1540,2023-01-26,18:08:56,127
3476,1540,2023-01-26,18:08:56,121
3477,1541,2023-01-26,18:10:06,106
3478,1542,2023-01-26,18:37:22,116
3479,1542,2023-01-26,18:37:22,130
3480,1542,2023-01-26,18:37:22,123
3481,1542,2023-01-26,18:37:22,106
3482,1543,2023-01-26,19:21:11,124
3483,1543,2023-01-26,19:21:11,106
3484,1544,2023-01-26,19:32:50,111
3485,1544,2023-01-26,19:32:50,122
3486,1545,2023-01-26,19:33:23,109
3487,1546,2023-01-26,19:42:41,105
3488,1547,2023-01-26,20:58:38,110
3489,1547,2023-01-26,20:58:38,131
3490,1548,2023-01-26,20:59:51,110
3491,1548,2023-01-26,20:59:51,105
3492,1549,2023-01-26,21:12:55,105
3493,1550,2023-01-26,21:23:19,107
3494,1550,2023-01-26,21:23:19,118
3495,1551,2023-01-26,21:37:51,130
3496,1552,2023-01-27,11:23:30,110
3497,1553,2023-01-27,11:47:40,116
3498,1554,2023-01-27,11:57:19,127
3499,1554,2023-01-27,11:57:19,118
3500,1554,2023-01-27,11:57:19,119
3501,1555,2023-01-27,12:07:54,132
3502,1556,2023-01-27,12:19:15,129
3503,1556,2023-01-27,12:19:15,105
3504,1557,2023-01-27,12:21:21,109
3505,1558,2023-01-27,12:27:55,127
3506,1558,2023-01-27,12:27:55,132
3507,1559,2023-01-27,12:34:12,109
3508,1560,2023-01-27,12:56:17,117
3509,1560,2023-01-27,12:56:17,111
3510,1561,2023-01-27,12:56:35,103
3511,1562,2023-01-27,13:00:08,108
3512,1563,2023-01-27,13:04:38,108
3513,1563,2023-01-27,13:04:38,110
3514,1564,2023-01-27,13:05:50,124
3515,1564,2023-01-27,13:05:50,109
3516,1564,2023-01-27,13:05:50,129
3517,1564,2023-01-27,13:05:50,113
3518,1565,2023-01-27,13:21:20,101
3519,1565,2023-01-27,13:21:20,102
3520,1565,2023-01-27,13:21:20,110
3521,1565,2023-01-27,13:21:20,110
3522,1566,2023-01-27,13:23:02,131
3523,1567,2023-01-27,13:31:08,109
3524,1567,2023-01-27,13:31:08,129
3525,1567,2023-01-27,13:31:08,119
3526,1568,2023-01-27,13:38:46,102
3527,1568,2023-01-27,13:38:46,108
3528,1568,2023-01-27,13:38:46,127
3529,1568,2023-01-27,13:38:46,131
3530,1569,2023-01-27,13:38:50,101
3531,1569,2023-01-27,13:38:50,115
3532,1569,2023-01-27,13:38:50,109
3533,1569,2023-01-27,13:38:50,110
3534,1569,2023-01-27,13:38:50,111
3535,1569,2023-01-27,13:38:50,113
3536,1569,2023-01-27,13:38:50,113
3537,1569,2023-01-27,13:38:50,118
3538,1569,2023-01-27,13:38:50,121
3539,1569,2023-01-27,13:38:50,105
3540,1569,2023-01-27,13:38:50,122
3541,1569,2023-01-27,13:38:50,123
3542,1569,2023-01-27,13:38:50,106
3543,1570,2023-01-27,13:49:25,102
3544,1571,2023-01-27,14:32:25,101
3545,1572,2023-01-27,14:33:38,120
3546,1572,2023-01-27,14:33:38,123
3547,1572,2023-01-27,14:33:38,106
3548,1573,2023-01-27,14:39:50,106
3549,1574,2023-01-27,15:32:22,101
3550,1574,2023-01-27,15:32:22,118
3551,1574,2023-01-27,15:32:22,131
3552,1575,2023-01-27,15:37:13,112
3553,1576,2023-01-27,15:44:22,121
3554,1576,2023-01-27,15:44:22,114
3555,1577,2023-01-27,15:48:27,112
3556,1578,2023-01-27,16:07:40,125
3557,1578,2023-01-27,16:07:40,129
3558,1578,2023-01-27,16:07:40,113
3559,1578,2023-01-27,16:07:40,NULL
3560,1579,2023-01-27,16:19:56,108
3561,1579,2023-01-27,16:19:56,122
3562,1580,2023-01-27,16:27:31,126
3563,1580,2023-01-27,16:27:31,132
3564,1581,2023-01-27,16:28:38,NULL
3565,1582,2023-01-27,16:34:55,102
3566,1582,2023-01-27,16:34:55,109
3567,1582,2023-01-27,16:34:55,121
3568,1582,2023-01-27,16:34:55,106
3569,1583,2023-01-27,17:01:03,103
3570,1583,2023-01-27,17:01:03,121
3571,1584,2023-01-27,17:08:55,112
3572,1584,2023-01-27,17:08:55,105
3573,1585,2023-01-27,17:14:26,107
3574,1585,2023-01-27,17:14:26,110
3575,1585,2023-01-27,17:14:26,119
3576,1586,2023-01-27,17:15:31,110
3577,1586,2023-01-27,17:15:31,105
3578,1586,2023-01-27,17:15:31,131
3579,1587,2023-01-27,17:26:55,113
3580,1588,2023-01-27,17:29:19,131
3581,1588,2023-01-27,17:29:19,123
3582,1589,2023-01-27,17:46:02,128
3583,1589,2023-01-27,17:46:02,121
3584,1589,2023-01-27,17:46:02,105
3585,1590,2023-01-27,17:56:16,103
3586,1590,2023-01-27,17:56:16,111
3587,1590,2023-01-27,17:56:16,113
3588,1590,2023-01-27,17:56:16,130
3589,1591,2023-01-27,18:00:16,107
3590,1591,2023-01-27,18:00:16,102
3591,1591,2023-01-27,18:00:16,125
3592,1591,2023-01-27,18:00:16,120
3593,1592,2023-01-27,18:02:51,104
3594,1593,2023-01-27,18:06:25,116
3595,1593,2023-01-27,18:06:25,119
3596,1593,2023-01-27,18:06:25,122
3597,1593,2023-01-27,18:06:25,114
3598,1594,2023-01-27,18:16:02,104
3599,1595,2023-01-27,18:17:38,120
3600,1595,2023-01-27,18:17:38,114
3601,1596,2023-01-27,18:22:07,121
3602,1596,2023-01-27,18:22:07,106
3603,1597,2023-01-27,18:22:23,105
3604,1598,2023-01-27,18:31:26,125
3605,1598,2023-01-27,18:31:26,119
3606,1599,2023-01-27,18:33:59,124
3607,1599,2023-01-27,18:33:59,119
3608,1600,2023-01-27,18:37:54,111
3609,1600,2023-01-27,18:37:54,112
3610,1601,2023-01-27,18:48:01,110
3611,1601,2023-01-27,18:48:01,114
3612,1602,2023-01-27,18:49:15,116
3613,1602,2023-01-27,18:49:15,106
3614,1603,2023-01-27,19:16:45,109
3615,1604,2023-01-27,20:05:01,129
3616,1604,2023-01-27,20:05:01,111
3617,1605,2023-01-27,20:05:27,110
3618,1605,2023-01-27,20:05:27,127
3619,1606,2023-01-27,20:07:37,128
3620,1606,2023-01-27,20:07:37,113
3621,1607,2023-01-27,20:09:27,115
3622,1607,2023-01-27,20:09:27,109
3623,1607,2023-01-27,20:09:27,110
3624,1608,2023-01-27,20:10:32,132
3625,1609,2023-01-27,20:17:48,109
3626,1609,2023-01-27,20:17:48,128
3627,1610,2023-01-27,20:43:11,119
3628,1611,2023-01-27,21:03:04,108
3629,1611,2023-01-27,21:03:04,112
3630,1611,2023-01-27,21:03:04,113
3631,1611,2023-01-27,21:03:04,118
3632,1612,2023-01-27,21:03:29,122
3633,1612,2023-01-27,21:03:29,114
3634,1613,2023-01-27,21:05:59,125
3635,1613,2023-01-27,21:05:59,110
3636,1613,2023-01-27,21:05:59,105
3637,1613,2023-01-27,21:05:59,132
3638,1614,2023-01-27,22:10:01,107
3639,1614,2023-01-27,22:10:01,111
3640,1615,2023-01-27,22:11:38,111
3641,1616,2023-01-27,22:22:25,113
3642,1616,2023-01-27,22:22:25,123
3643,1617,2023-01-27,22:25:26,125
3644,1617,2023-01-27,22:25:26,118
3645,1618,2023-01-28,11:28:33,107
3646,1618,2023-01-28,11:28:33,104
3647,1618,2023-01-28,11:28:33,113
3648,1618,2023-01-28,11:28:33,120
3649,1619,2023-01-28,11:36:34,101
3650,1619,2023-01-28,11:36:34,108
3651,1620,2023-01-28,11:38:50,118
3652,1620,2023-01-28,11:38:50,122
3653,1621,2023-01-28,11:43:54,107
3654,1622,2023-01-28,11:49:42,115
3655,1622,2023-01-28,11:49:42,122
3656,1623,2023-01-28,11:50:41,117
3657,1624,2023-01-28,11:55:46,102
3658,1625,2023-01-28,11:58:42,117
3659,1626,2023-01-28,12:04:16,109
3660,1627,2023-01-28,12:09:40,101
3661,1628,2023-01-28,12:16:39,115
3662,1628,2023-01-28,12:16:39,125
3663,1628,2023-01-28,12:16:39,131
3664,1629,2023-01-28,12:17:09,108
3665,1629,2023-01-28,12:17:09,118
3666,1629,2023-01-28,12:17:09,106
3667,1630,2023-01-28,12:19:50,124
3668,1630,2023-01-28,12:19:50,126
3669,1630,2023-01-28,12:19:50,113
3670,1631,2023-01-28,12:20:11,108
3671,1631,2023-01-28,12:20:11,132
3672,1632,2023-01-28,12:20:31,112
3673,1632,2023-01-28,12:20:31,122
3674,1632,2023-01-28,12:20:31,131
3675,1633,2023-01-28,12:45:52,113
3676,1633,2023-01-28,12:45:52,120
3677,1633,2023-01-28,12:45:52,130
3678,1634,2023-01-28,12:47:43,126
3679,1635,2023-01-28,13:07:37,107
3680,1636,2023-01-28,13:07:52,132
3681,1637,2023-01-28,13:21:08,101
3682,1637,2023-01-28,13:21:08,108
3683,1637,2023-01-28,13:21:08,120
3684,1638,2023-01-28,13:34:25,110
3685,1638,2023-01-28,13:34:25,129
3686,1638,2023-01-28,13:34:25,131
3687,1638,2023-01-28,13:34:25,NULL
3688,1639,2023-01-28,13:37:57,101
3689,1639,2023-01-28,13:37:57,104
3690,1639,2023-01-28,13:37:57,109
3691,1639,2023-01-28,13:37:57,109
3692,1639,2023-01-28,13:37:57,109
3693,1639,2023-01-28,13:37:57,118
3694,1639,2023-01-28,13:37:57,119
3695,1639,2023-01-28,13:37:57,NULL
3696,1640,2023-01-28,13:45:42,131
3697,1641,2023-01-28,14:21:48,108
3698,1641,2023-01-28,14:21:48,113
3699,1642,2023-01-28,14:26:49,102
3700,1642,2023-01-28,14:26:49,108
3701,1642,2023-01-28,14:26:49,121
3702,1642,2023-01-28,14:26:49,105
3703,1643,2023-01-28,14:46:45,102
3704,1643,2023-01-28,14:46:45,103
3705,1643,2023-01-28,14:46:45,111
3706,1644,2023-01-28,15:01:14,101
3707,1644,2023-01-28,15:01:14,101
3708,1644,2023-01-28,15:01:14,108
3709,1645,2023-01-28,15:16:01,132
3710,1646,2023-01-28,15:28:30,101
3711,1646,2023-01-28,15:28:30,110
3712,1646,2023-01-28,15:28:30,111
3713,1647,2023-01-28,15:29:24,125
3714,1648,2023-01-28,15:43:15,117
3715,1648,2023-01-28,15:43:15,129
3716,1648,2023-01-28,15:43:15,105
3717,1648,2023-01-28,15:43:15,122
3718,1649,2023-01-28,16:26:11,116
3719,1650,2023-01-28,16:35:45,101
3720,1650,2023-01-28,16:35:45,102
3721,1650,2023-01-28,16:35:45,110
3722,1650,2023-01-28,16:35:45,105
3723,1651,2023-01-28,16:40:16,127
3724,1652,2023-01-28,16:56:19,106
3725,1652,2023-01-28,16:56:19,132
3726,1653,2023-01-28,17:28:53,107
3727,1653,2023-01-28,17:28:53,129
3728,1654,2023-01-28,17:31:36,120
3729,1654,2023-01-28,17:31:36,122
3730,1655,2023-01-28,18:15:14,101
3731,1655,2023-01-28,18:15:14,121
3732,1655,2023-01-28,18:15:14,122
3733,1656,2023-01-28,18:15:57,109
3734,1656,2023-01-28,18:15:57,112
3735,1656,2023-01-28,18:15:57,131
3736,1656,2023-01-28,18:15:57,114
3737,1657,2023-01-28,18:24:14,101
3738,1657,2023-01-28,18:24:14,131
3739,1658,2023-01-28,18:44:20,108
3740,1658,2023-01-28,18:44:20,121
3741,1659,2023-01-28,18:48:06,124
3742,1659,2023-01-28,18:48:06,110
3743,1659,2023-01-28,18:48:06,112
3744,1659,2023-01-28,18:48:06,120
3745,1660,2023-01-28,19:00:12,107
3746,1661,2023-01-28,19:05:34,103
3747,1661,2023-01-28,19:05:34,111
3748,1662,2023-01-28,19:54:25,111
3749,1663,2023-01-28,20:46:18,127
3750,1663,2023-01-28,20:46:18,127
3751,1663,2023-01-28,20:46:18,120
3752,1663,2023-01-28,20:46:18,106
3753,1664,2023-01-28,21:09:10,129
3754,1665,2023-01-28,21:24:32,120
3755,1665,2023-01-28,21:24:32,106
3756,1666,2023-01-28,21:28:58,120
3757,1667,2023-01-28,21:41:42,111
3758,1668,2023-01-28,22:28:44,107
3759,1668,2023-01-28,22:28:44,109
3760,1668,2023-01-28,22:28:44,113
3761,1669,2023-01-29,11:43:36,104
3762,1670,2023-01-29,11:52:11,124
3763,1670,2023-01-29,11:52:11,105
3764,1670,2023-01-29,11:52:11,122
3765,1670,2023-01-29,11:52:11,132
3766,1671,2023-01-29,11:55:01,101
3767,1671,2023-01-29,11:55:01,102
3768,1672,2023-01-29,12:14:46,130
3769,1673,2023-01-29,12:19:02,129
3770,1674,2023-01-29,12:26:17,124
3771,1675,2023-01-29,12:26:53,109
3772,1675,2023-01-29,12:26:53,113
3773,1675,2023-01-29,12:26:53,120
3774,1675,2023-01-29,12:26:53,122
3775,1676,2023-01-29,12:39:31,125
3776,1677,2023-01-29,12:45:39,104
3777,1678,2023-01-29,13:06:51,113
3778,1679,2023-01-29,13:08:52,116
3779,1680,2023-01-29,13:10:44,NULL
3780,1681,2023-01-29,13:23:39,101
3781,1681,2023-01-29,13:23:39,102
3782,1682,2023-01-29,13:27:10,101
3783,1682,2023-01-29,13:27:10,113
3784,1683,2023-01-29,13:27:41,129
3785,1684,2023-01-29,13:33:16,101
3786,1684,2023-01-29,13:33:16,107
3787,1684,2023-01-29,13:33:16,113
3788,1684,2023-01-29,13:33:16,120
3789,1684,2023-01-29,13:33:16,121
3790,1684,2023-01-29,13:33:16,106
3791,1685,2023-01-29,13:36:52,101
3792,1685,2023-01-29,13:36:52,102
3793,1685,2023-01-29,13:36:52,124
3794,1685,2023-01-29,13:36:52,110
3795,1685,2023-01-29,13:36:52,117
3796,1685,2023-01-29,13:36:52,128
3797,1685,2023-01-29,13:36:52,128
3798,1685,2023-01-29,13:36:52,111
3799,1685,2023-01-29,13:36:52,118
3800,1685,2023-01-29,13:36:52,120
3801,1685,2023-01-29,13:36:52,120
3802,1685,2023-01-29,13:36:52,105
3803,1685,2023-01-29,13:36:52,106
3804,1686,2023-01-29,13:37:50,124
3805,1686,2023-01-29,13:37:50,110
3806,1686,2023-01-29,13:37:50,119
3807,1686,2023-01-29,13:37:50,132
3808,1687,2023-01-29,13:39:42,118
3809,1687,2023-01-29,13:39:42,106
3810,1688,2023-01-29,13:42:20,113
3811,1689,2023-01-29,13:51:07,131
3812,1690,2023-01-29,13:55:35,125
3813,1691,2023-01-29,14:13:32,110
3814,1692,2023-01-29,14:24:36,127
3815,1693,2023-01-29,14:28:24,127
3816,1694,2023-01-29,14:39:52,102
3817,1695,2023-01-29,15:11:01,120
3818,1695,2023-01-29,15:11:01,106
3819,1696,2023-01-29,15:26:55,101
3820,1696,2023-01-29,15:26:55,129
3821,1697,2023-01-29,16:01:52,108
3822,1697,2023-01-29,16:01:52,119
3823,1698,2023-01-29,16:04:23,117
3824,1698,2023-01-29,16:04:23,119
3825,1698,2023-01-29,16:04:23,120
3826,1699,2023-01-29,16:05:53,105
3827,1700,2023-01-29,16:07:41,116
3828,1701,2023-01-29,16:40:57,111
3829,1702,2023-01-29,16:48:09,104
3830,1703,2023-01-29,17:47:55,101
3831,1703,2023-01-29,17:47:55,119
3832,1704,2023-01-29,18:15:40,103
3833,1704,2023-01-29,18:15:40,117
3834,1704,2023-01-29,18:15:40,121
3835,1704,2023-01-29,18:15:40,132
3836,1705,2023-01-29,18:38:41,110
3837,1705,2023-01-29,18:38:41,129
3838,1706,2023-01-29,18:44:29,129
3839,1707,2023-01-29,18:45:58,110
3840,1707,2023-01-29,18:45:58,113
3841,1708,2023-01-29,18:53:35,117
3842,1709,2023-01-29,18:55:40,101
3843,1709,2023-01-29,18:55:40,118
3844,1709,2023-01-29,18:55:40,NULL
3845,1710,2023-01-29,18:58:20,102
3846,1710,2023-01-29,18:58:20,125
3847,1710,2023-01-29,18:58:20,109
3848,1711,2023-01-29,18:59:29,125
3849,1712,2023-01-29,19:23:49,102
3850,1712,2023-01-29,19:23:49,117
3851,1713,2023-01-29,19:32:08,127
3852,1714,2023-01-29,19:34:31,112
3853,1715,2023-01-29,19:36:45,124
3854,1715,2023-01-29,19:36:45,109
3855,1715,2023-01-29,19:36:45,113
3856,1715,2023-01-29,19:36:45,132
3857,1716,2023-01-29,20:05:12,112
3858,1716,2023-01-29,20:05:12,113
3859,1717,2023-01-29,20:15:35,124
3860,1718,2023-01-29,20:15:51,102
3861,1718,2023-01-29,20:15:51,119
3862,1718,2023-01-29,20:15:51,122
3863,1718,2023-01-29,20:15:51,130
3864,1719,2023-01-29,20:23:41,105
3865,1720,2023-01-29,20:37:53,129
3866,1720,2023-01-29,20:37:53,114
3867,1721,2023-01-29,20:38:52,101
3868,1721,2023-01-29,20:38:52,106
3869,1722,2023-01-29,20:41:46,104
3870,1723,2023-01-29,20:50:55,115
3871,1724,2023-01-29,21:04:42,122
3872,1725,2023-01-29,21:27:53,109
3873,1725,2023-01-29,21:27:53,130
3874,1726,2023-01-29,22:44:10,108
3875,1726,2023-01-29,22:44:10,112
3876,1727,2023-01-30,11:25:25,113
3877,1727,2023-01-30,11:25:25,106
3878,1728,2023-01-30,11:30:32,129
3879,1728,2023-01-30,11:30:32,119
3880,1729,2023-01-30,11:37:42,108
3881,1730,2023-01-30,11:39:14,109
3882,1730,2023-01-30,11:39:14,117
3883,1730,2023-01-30,11:39:14,119
3884,1731,2023-01-30,12:17:29,120
3885,1732,2023-01-30,12:20:46,101
3886,1732,2023-01-30,12:20:46,107
3887,1732,2023-01-30,12:20:46,119
3888,1733,2023-01-30,12:26:56,110
3889,1734,2023-01-30,12:36:42,101
3890,1734,2023-01-30,12:36:42,107
3891,1734,2023-01-30,12:36:42,102
3892,1734,2023-01-30,12:36:42,103
3893,1734,2023-01-30,12:36:42,104
3894,1734,2023-01-30,12:36:42,108
3895,1734,2023-01-30,12:36:42,125
3896,1734,2023-01-30,12:36:42,117
3897,1734,2023-01-30,12:36:42,129
3898,1734,2023-01-30,12:36:42,120
3899,1734,2023-01-30,12:36:42,122
3900,1734,2023-01-30,12:36:42,106
3901,1734,2023-01-30,12:36:42,106
3902,1735,2023-01-30,12:59:38,102
3903,1736,2023-01-30,13:34:18,113
3904,1737,2023-01-30,13:41:21,116
3905,1737,2023-01-30,13:41:21,103
3906,1737,2023-01-30,13:41:21,104
3907,1738,2023-01-30,13:46:49,101
3908,1738,2023-01-30,13:46:49,109
3909,1738,2023-01-30,13:46:49,117
3910,1738,2023-01-30,13:46:49,127
3911,1739,2023-01-30,13:49:56,101
3912,1739,2023-01-30,13:49:56,101
3913,1740,2023-01-30,14:14:17,103
3914,1741,2023-01-30,14:19:34,120
3915,1742,2023-01-30,14:23:30,124
3916,1743,2023-01-30,14:25:35,121
3917,1744,2023-01-30,14:26:51,101
3918,1744,2023-01-30,14:26:51,108
3919,1744,2023-01-30,14:26:51,118
3920,1745,2023-01-30,14:43:16,115
3921,1745,2023-01-30,14:43:16,108
3922,1745,2023-01-30,14:43:16,126
3923,1745,2023-01-30,14:43:16,123
3924,1746,2023-01-30,15:07:16,108
3925,1747,2023-01-30,15:17:51,113
3926,1747,2023-01-30,15:17:51,NULL
3927,1748,2023-01-30,15:32:57,102
3928,1749,2023-01-30,16:02:56,130
3929,1749,2023-01-30,16:02:56,123
3930,1749,2023-01-30,16:02:56,NULL
3931,1750,2023-01-30,16:12:42,101
3932,1750,2023-01-30,16:12:42,128
3933,1751,2023-01-30,16:49:58,102
3934,1751,2023-01-30,16:49:58,125
3935,1752,2023-01-30,16:51:01,127
3936,1752,2023-01-30,16:51:01,122
3937,1753,2023-01-30,16:53:40,102
3938,1753,2023-01-30,16:53:40,123
3939,1754,2023-01-30,17:11:32,101
3940,1754,2023-01-30,17:11:32,103
3941,1754,2023-01-30,17:11:32,127
3942,1754,2023-01-30,17:11:32,105
3943,1755,2023-01-30,17:22:31,109
3944,1755,2023-01-30,17:22:31,114
3945,1756,2023-01-30,17:30:17,128
3946,1757,2023-01-30,17:32:30,108
3947,1757,2023-01-30,17:32:30,110
3948,1758,2023-01-30,17:38:25,105
3949,1758,2023-01-30,17:38:25,132
3950,1759,2023-01-30,17:49:25,117
3951,1759,2023-01-30,17:49:25,129
3952,1759,2023-01-30,17:49:25,119
3953,1759,2023-01-30,17:49:25,131
3954,1760,2023-01-30,18:00:46,126
3955,1761,2023-01-30,18:02:30,108
3956,1762,2023-01-30,18:14:18,110
3957,1763,2023-01-30,18:24:28,125
3958,1764,2023-01-30,18:24:57,127
3959,1764,2023-01-30,18:24:57,121
3960,1764,2023-01-30,18:24:57,130
3961,1765,2023-01-30,18:32:30,127
3962,1765,2023-01-30,18:32:30,129
3963,1766,2023-01-30,18:50:13,129
3964,1767,2023-01-30,19:03:49,102
3965,1767,2023-01-30,19:03:49,108
3966,1767,2023-01-30,19:03:49,124
3967,1767,2023-01-30,19:03:49,117
3968,1768,2023-01-30,19:28:42,103
3969,1769,2023-01-30,19:28:51,109
3970,1769,2023-01-30,19:28:51,119
3971,1770,2023-01-30,19:31:17,103
3972,1771,2023-01-30,19:46:17,108
3973,1771,2023-01-30,19:46:17,131
3974,1772,2023-01-30,19:57:11,127
3975,1773,2023-01-30,20:06:40,107
3976,1773,2023-01-30,20:06:40,108
3977,1773,2023-01-30,20:06:40,123
3978,1773,2023-01-30,20:06:40,106
3979,1774,2023-01-30,20:07:05,119
3980,1775,2023-01-30,20:07:17,118
3981,1776,2023-01-30,20:09:16,125
3982,1776,2023-01-30,20:09:16,130
3983,1776,2023-01-30,20:09:16,106
3984,1777,2023-01-30,20:11:18,120
3985,1778,2023-01-30,20:26:02,109
3986,1779,2023-01-30,20:27:12,116
3987,1780,2023-01-30,20:54:47,118
3988,1781,2023-01-30,21:05:03,101
3989,1781,2023-01-30,21:05:03,116
3990,1782,2023-01-30,21:05:29,101
3991,1782,2023-01-30,21:05:29,111
3992,1783,2023-01-30,21:05:39,125
3993,1784,2023-01-30,21:06:05,108
3994,1784,2023-01-30,21:06:05,125
3995,1784,2023-01-30,21:06:05,127
3996,1784,2023-01-30,21:06:05,122
3997,1785,2023-01-30,21:08:02,108
3998,1785,2023-01-30,21:08:02,124
3999,1786,2023-01-30,21:20:25,102
4000,1786,2023-01-30,21:20:25,114
4001,1787,2023-01-30,21:25:54,110
4002,1787,2023-01-30,21:25:54,113
4003,1787,2023-01-30,21:25:54,132
4004,1788,2023-01-30,21:35:08,118
4005,1788,2023-01-30,21:35:08,123
4006,1789,2023-01-30,21:49:27,125
4007,1789,2023-01-30,21:49:27,120
4008,1789,2023-01-30,21:49:27,123
4009,1790,2023-01-30,22:07:03,122
4010,1791,2023-01-30,22:46:02,102
4011,1791,2023-01-30,22:46:02,125
4012,1791,2023-01-30,22:46:02,112
4013,1791,2023-01-30,22:46:02,106
4014,1792,2023-01-31,11:31:03,129
4015,1792,2023-01-31,11:31:03,123
4016,1792,2023-01-31,11:31:03,NULL
4017,1793,2023-01-31,11:44:04,125
4018,1793,2023-01-31,11:44:04,118
4019,1793,2023-01-31,11:44:04,132
4020,1794,2023-01-31,11:56:54,102
4021,1795,2023-01-31,13:21:53,101
4022,1795,2023-01-31,13:21:53,101
4023,1795,2023-01-31,13:21:53,116
4024,1795,2023-01-31,13:21:53,104
4025,1795,2023-01-31,13:21:53,108
4026,1795,2023-01-31,13:21:53,125
4027,1795,2023-01-31,13:21:53,129
4028,1795,2023-01-31,13:21:53,120
4029,1795,2023-01-31,13:21:53,121
4030,1795,2023-01-31,13:21:53,122
4031,1795,2023-01-31,13:21:53,122
4032,1796,2023-01-31,13:31:47,102
4033,1796,2023-01-31,13:31:47,125
4034,1796,2023-01-31,13:31:47,110
4035,1796,2023-01-31,13:31:47,111
4036,1796,2023-01-31,13:31:47,118
4037,1796,2023-01-31,13:31:47,121
4038,1797,2023-01-31,13:40:00,111
4039,1797,2023-01-31,13:40:00,106
4040,1798,2023-01-31,14:03:30,104
4041,1799,2023-01-31,14:07:32,118
