DESCRIPTION,household_key,CAMPAIGN
TypeA,997,8
TypeA,996,8
TypeA,993,8
TypeA,989,8
TypeA,987,8
TypeA,983,8
TypeA,982,8
TypeA,976,8
TypeA,975,8
TypeA,973,8
TypeA,972,8
TypeA,968,8
TypeA,961,8
TypeA,960,8
TypeA,957,8
TypeA,956,8
TypeA,955,8
TypeA,954,8
TypeA,952,8
TypeA,949,8
TypeA,947,8
TypeA,942,8
TypeA,941,8
TypeA,936,8
TypeA,932,8
TypeA,931,8
TypeA,929,8
TypeA,926,8
TypeA,925,8
TypeA,923,8
TypeA,922,8
TypeA,919,8
TypeA,916,8
TypeA,911,8
TypeA,909,8
TypeA,908,8
TypeA,906,8
TypeA,903,8
TypeA,901,8
TypeA,900,8
TypeA,898,8
TypeA,896,8
TypeA,895,8
TypeA,891,8
TypeA,888,8
TypeA,883,8
TypeA,882,8
TypeA,881,8
TypeA,878,8
TypeA,877,8
TypeA,873,8
TypeA,871,8
TypeA,868,8
TypeA,867,8
TypeA,864,8
TypeA,863,8
TypeA,857,8
TypeA,856,8
TypeA,855,8
TypeA,854,8
TypeA,853,8
TypeA,850,8
TypeA,849,8
TypeA,845,8
TypeA,844,8
TypeA,842,8
TypeA,836,8
TypeA,830,8
TypeA,825,8
TypeA,817,8
TypeA,816,8
TypeA,808,8
TypeA,807,8
TypeA,806,8
TypeA,805,8
TypeA,804,8
TypeA,802,8
TypeA,800,8
TypeA,797,8
TypeA,788,8
TypeA,787,8
TypeA,786,8
TypeA,784,8
TypeA,780,8
TypeA,779,8
TypeA,771,8
TypeA,769,8
TypeA,766,8
TypeA,763,8
TypeA,762,8
TypeA,760,8
TypeA,755,8
TypeA,754,8
TypeA,752,8
TypeA,749,8
TypeA,747,8
TypeA,745,8
TypeA,744,8
TypeA,743,8
TypeA,742,8
TypeA,741,8
TypeA,740,8
TypeA,738,8
TypeA,732,8
TypeA,731,8
TypeA,727,8
TypeA,725,8
TypeA,722,8
TypeA,684,8
TypeA,681,8
TypeA,680,8
TypeA,679,8
TypeA,676,8
TypeA,675,8
TypeA,674,8
TypeA,671,8
TypeA,663,8
TypeA,661,8
TypeA,660,8
TypeA,653,8
TypeA,650,8
TypeA,647,8
TypeA,644,8
TypeA,642,8
TypeA,641,8
TypeA,640,8
TypeA,638,8
TypeA,637,8
TypeA,636,8
TypeA,634,8
TypeA,631,8
TypeA,630,8
TypeA,624,8
TypeA,623,8
TypeA,622,8
TypeA,618,8
TypeA,614,8
TypeA,612,8
TypeA,608,8
TypeA,607,8
TypeA,606,8
TypeA,605,8
TypeA,603,8
TypeA,601,8
TypeA,598,8
TypeA,597,8
TypeA,596,8
TypeA,595,8
TypeA,594,8
TypeA,588,8
TypeA,586,8
TypeA,584,8
TypeA,583,8
TypeA,582,8
TypeA,581,8
TypeA,580,8
TypeA,576,8
TypeA,575,8
TypeA,574,8
TypeA,573,8
TypeA,570,8
TypeA,569,8
TypeA,568,8
TypeA,567,8
TypeA,518,8
TypeA,517,8
TypeA,514,8
TypeA,513,8
TypeA,510,8
TypeA,508,8
TypeA,507,8
TypeA,503,8
TypeA,493,8
TypeA,492,8
TypeA,491,8
TypeA,490,8
TypeA,489,8
TypeA,484,8
TypeA,479,8
TypeA,475,8
TypeA,473,8
TypeA,470,8
TypeA,469,8
TypeA,468,8
TypeA,467,8
TypeA,464,8
TypeA,460,8
TypeA,459,8
TypeA,458,8
TypeA,456,8
TypeA,454,8
TypeA,451,8
TypeA,447,8
TypeA,445,8
TypeA,443,8
TypeA,442,8
TypeA,437,8
TypeA,434,8
TypeA,715,8
TypeA,714,8
TypeA,712,8
TypeA,710,8
TypeA,709,8
TypeA,708,8
TypeA,707,8
TypeA,705,8
TypeA,703,8
TypeA,702,8
TypeA,699,8
TypeA,698,8
TypeA,695,8
TypeA,694,8
TypeA,693,8
TypeA,692,8
TypeA,690,8
TypeA,428,8
TypeA,426,8
TypeA,425,8
TypeA,421,8
TypeA,420,8
TypeA,418,8
TypeA,414,8
TypeA,413,8
TypeA,411,8
TypeA,410,8
TypeA,409,8
TypeA,408,8
TypeA,404,8
TypeA,402,8
TypeA,397,8
TypeA,393,8
TypeA,392,8
TypeA,390,8
TypeA,389,8
TypeA,387,8
TypeA,386,8
TypeA,384,8
TypeA,383,8
TypeA,380,8
TypeA,378,8
TypeA,377,8
TypeA,376,8
TypeA,371,8
TypeA,368,8
TypeA,367,8
TypeA,365,8
TypeA,361,8
TypeA,354,8
TypeA,353,8
TypeA,351,8
TypeA,350,8
TypeA,346,8
TypeA,345,8
TypeA,342,8
TypeA,338,8
TypeA,337,8
TypeA,336,8
TypeA,335,8
TypeA,334,8
TypeA,333,8
TypeA,332,8
TypeA,331,8
TypeA,330,8
TypeA,329,8
TypeA,328,8
TypeA,324,8
TypeA,322,8
TypeA,321,8
TypeA,319,8
TypeA,317,8
TypeA,312,8
TypeA,307,8
TypeA,306,8
TypeA,305,8
TypeA,304,8
TypeA,303,8
TypeA,302,8
TypeA,300,8
TypeA,297,8
TypeA,560,8
TypeA,558,8
TypeA,553,8
TypeA,548,8
TypeA,546,8
TypeA,545,8
TypeA,544,8
TypeA,543,8
TypeA,540,8
TypeA,538,8
TypeA,537,8
TypeA,536,8
TypeA,534,8
TypeA,533,8
TypeA,530,8
TypeA,527,8
TypeA,526,8
TypeA,524,8
TypeA,119,8
TypeA,118,8
TypeA,117,8
TypeA,116,8
TypeA,115,8
TypeA,114,8
TypeA,113,8
TypeA,110,8
TypeA,109,8
TypeA,108,8
TypeA,105,8
TypeA,103,8
TypeA,101,8
TypeA,99,8
TypeA,98,8
TypeA,97,8
TypeA,95,8
TypeA,93,8
TypeA,92,8
TypeA,88,8
TypeA,86,8
TypeA,85,8
TypeA,81,8
TypeA,78,8
TypeA,74,8
TypeA,73,8
TypeA,67,8
TypeA,65,8
TypeA,64,8
TypeA,58,8
TypeA,57,8
TypeA,56,8
TypeA,3,8
TypeA,13,8
TypeA,8,8
TypeA,6,8
TypeA,4,8
TypeA,1,13
TypeA,3,13
TypeA,6,13
TypeA,46,13
TypeA,42,13
TypeA,27,13
TypeA,26,13
TypeA,25,13
TypeA,23,13
TypeA,22,13
TypeA,20,13
TypeA,19,13
TypeA,18,13
TypeA,17,13
TypeA,88,13
TypeA,85,13
TypeA,81,13
TypeA,80,13
TypeA,78,13
TypeA,74,13
TypeA,73,13
TypeA,72,13
TypeA,52,13
TypeA,51,13
TypeA,49,13
TypeA,47,13
TypeA,40,13
TypeA,39,13
TypeA,36,13
TypeA,32,13
TypeA,28,13
TypeA,358,13
TypeA,356,13
TypeA,354,13
TypeA,353,13
TypeA,351,13
TypeA,348,13
TypeA,346,13
TypeA,345,13
TypeA,343,13
TypeA,338,13
TypeA,334,13
TypeA,332,13
TypeA,329,13
TypeA,324,13
TypeA,322,13
TypeA,321,13
TypeA,319,13
TypeA,318,13
TypeA,317,13
TypeA,312,13
TypeA,307,13
TypeA,306,13
TypeA,305,13
TypeA,304,13
TypeA,303,13
TypeA,300,13
TypeA,297,13
TypeA,294,13
TypeA,293,13
TypeA,290,13
TypeA,289,13
TypeA,288,13
TypeA,287,13
TypeA,282,13
TypeA,281,13
TypeA,276,13
TypeA,275,13
TypeA,273,13
TypeA,271,13
TypeA,266,13
TypeA,265,13
TypeA,263,13
TypeA,262,13
TypeA,258,13
TypeA,257,13
TypeA,256,13
TypeA,253,13
TypeA,249,13
TypeA,243,13
TypeA,242,13
TypeA,239,13
TypeA,235,13
TypeA,232,13
TypeA,230,13
TypeA,228,13
TypeA,223,13
TypeA,222,13
TypeA,221,13
TypeA,220,13
TypeA,219,13
TypeA,218,13
TypeA,216,13
TypeA,215,13
TypeA,214,13
TypeA,211,13
TypeA,210,13
TypeA,209,13
TypeA,208,13
TypeA,205,13
TypeA,198,13
TypeA,196,13
TypeA,195,13
TypeA,193,13
TypeA,2500,13
TypeA,2498,13
TypeA,2497,13
TypeA,2496,13
TypeA,2489,13
TypeA,2488,13
TypeA,2485,13
TypeA,2484,13
TypeA,2482,13
TypeA,2481,13
TypeA,2479,13
TypeA,2478,13
TypeA,2475,13
TypeA,2468,13
TypeA,2467,13
TypeA,2462,13
TypeA,2459,13
TypeA,2455,13
TypeA,2453,13
TypeA,2452,13
TypeA,2451,13
TypeA,2447,13
TypeA,2446,13
TypeA,2445,13
TypeA,2443,13
TypeA,2441,13
TypeA,2438,13
TypeA,2437,13
TypeA,2432,13
TypeA,2430,13
TypeA,2427,13
TypeA,2426,13
TypeA,2425,13
TypeA,2424,13
TypeA,2423,13
TypeA,2421,13
TypeA,2420,13
TypeA,2416,13
TypeA,2412,13
TypeA,2411,13
TypeA,2410,13
TypeA,2407,13
TypeA,2406,13
TypeA,2405,13
TypeA,2395,13
TypeA,2381,13
TypeA,2380,13
TypeA,2378,13
TypeA,2376,13
TypeA,2375,13
TypeA,2374,13
TypeA,2372,13
TypeA,2371,13
TypeA,2370,13
TypeA,2367,13
TypeA,2366,13
TypeA,2364,13
TypeA,2361,13
TypeA,2360,13
TypeA,2359,13
TypeA,2358,13
TypeA,2356,13
TypeA,2354,13
TypeA,2351,13
TypeA,2350,13
TypeA,2345,13
TypeA,2344,13
TypeA,2343,13
TypeA,2341,13
TypeA,2337,13
TypeA,2334,13
TypeA,2331,13
TypeA,2330,13
TypeA,2329,13
TypeA,2328,13
TypeA,2324,13
TypeA,2322,13
TypeA,2319,13
TypeA,2318,13
TypeA,2317,13
TypeA,2314,13
TypeA,2312,13
TypeA,2307,13
TypeA,2305,13
TypeA,2303,13
TypeA,2302,13
TypeA,2301,13
TypeA,2300,13
TypeA,2298,13
TypeA,2296,13
TypeA,2295,13
TypeA,2294,13
TypeA,2288,13
TypeA,2284,13
TypeA,2280,13
TypeA,2277,13
TypeA,2270,13
TypeA,2269,13
TypeA,2266,13
TypeA,2264,13
TypeA,2263,13
TypeA,2262,13
TypeA,2261,13
TypeA,2260,13
TypeA,2245,13
TypeA,2244,13
TypeA,2238,13
TypeA,2237,13
TypeA,2236,13
TypeA,2235,13
TypeA,2234,13
TypeA,2233,13
TypeA,2231,13
TypeA,2228,13
TypeA,2226,13
TypeA,2225,13
TypeA,2224,13
TypeA,2223,13
TypeA,2221,13
TypeA,2217,13
TypeA,2215,13
TypeA,2211,13
TypeA,2209,13
TypeA,2208,13
TypeA,2205,13
TypeA,2204,13
TypeA,2203,13
TypeA,2200,13
TypeA,2199,13
TypeA,2198,13
TypeA,2194,13
TypeA,2193,13
TypeA,2190,13
TypeA,2188,13
TypeA,2185,13
TypeA,2184,13
TypeA,2183,13
TypeA,2182,13
TypeA,2178,13
TypeA,2176,13
TypeA,2171,13
TypeA,2170,13
TypeA,2168,13
TypeA,2167,13
TypeA,2164,13
TypeA,2162,13
TypeA,2156,13
TypeA,2154,13
TypeA,2149,13
TypeA,2148,13
TypeA,2147,13
TypeA,2142,13
TypeA,2141,13
TypeA,2139,13
TypeA,2138,13
TypeA,2137,13
TypeA,2134,13
TypeA,2133,13
TypeA,2131,13
TypeA,2130,13
TypeA,2129,13
TypeA,2128,13
TypeA,2124,13
TypeA,2123,13
TypeA,2121,13
TypeA,2117,13
TypeA,2115,13
TypeA,2114,13
TypeA,2112,13
TypeA,2111,13
TypeA,2110,13
TypeA,2109,13
TypeA,2107,13
TypeA,2100,13
TypeA,2097,13
TypeA,2095,13
TypeA,2092,13
TypeA,2088,13
TypeA,2087,13
TypeA,2086,13
TypeA,2085,13
TypeA,2084,13
TypeA,2083,13
TypeA,2082,13
TypeA,2080,13
TypeA,2079,13
TypeA,2078,13
TypeA,2076,13
TypeA,2071,13
TypeA,2070,13
TypeA,2069,13
TypeA,2068,13
TypeA,2066,13
TypeA,2064,13
TypeA,2062,13
TypeA,2058,13
TypeA,2057,13
TypeA,2055,13
TypeA,2053,13
TypeA,2051,13
TypeA,2050,13
TypeA,2047,13
TypeA,2044,13
TypeA,2041,13
TypeA,2037,13
TypeA,2027,13
TypeA,2020,13
TypeA,2019,13
TypeA,2017,13
TypeA,2016,13
TypeA,2015,13
TypeA,2012,13
TypeA,2011,13
TypeA,2007,13
TypeA,2006,13
TypeA,2004,13
TypeA,1998,13
TypeA,1997,13
TypeA,1996,13
TypeA,1995,13
TypeA,1993,13
TypeA,1990,13
TypeA,1985,13
TypeA,1982,13
TypeA,1979,13
TypeA,1978,13
TypeA,1976,13
TypeA,1975,13
TypeA,1974,13
TypeA,1972,13
TypeA,1971,13
TypeA,1969,13
TypeA,1968,13
TypeA,1966,13
TypeA,1965,13
TypeA,1959,13
TypeA,1955,13
TypeA,1954,13
TypeA,1953,13
TypeA,1947,13
TypeA,1944,13
TypeA,1943,13
TypeA,1942,13
TypeA,1941,13
TypeA,1940,13
TypeA,1937,13
TypeA,1936,13
TypeA,1935,13
TypeA,1931,13
TypeA,1930,13
TypeA,1928,13
TypeA,1927,13
TypeA,1925,13
TypeA,1924,13
TypeA,1923,13
TypeA,1922,13
TypeA,1920,13
TypeA,1918,13
TypeA,1917,13
TypeA,1916,13
TypeA,1914,13
TypeA,1912,13
TypeA,1911,13
TypeA,1907,13
TypeA,1906,13
TypeA,1901,13
TypeA,1900,13
TypeA,1892,13
TypeA,1887,13
TypeA,1883,13
TypeA,1881,13
TypeA,1879,13
TypeA,1873,13
TypeA,1872,13
TypeA,1869,13
TypeA,1865,13
TypeA,1864,13
TypeA,1862,13
TypeA,1861,13
TypeA,1856,13
TypeA,1854,13
TypeA,1852,13
TypeA,1849,13
TypeA,1848,13
TypeA,1845,13
TypeA,1836,13
TypeA,1835,13
TypeA,1834,13
TypeA,1833,13
TypeA,1831,13
TypeA,1829,13
TypeA,1828,13
TypeA,1824,13
TypeA,1823,13
TypeA,1822,13
TypeA,1821,13
TypeA,1820,13
TypeA,1816,13
TypeA,1810,13
TypeA,1808,13
TypeA,1807,13
TypeA,1806,13
TypeA,1804,13
TypeA,1803,13
TypeA,1802,13
TypeA,1798,13
TypeA,1797,13
TypeA,1795,13
TypeA,1794,13
TypeA,1791,13
TypeA,1788,13
TypeA,1781,13
TypeA,1779,13
TypeA,1778,13
TypeA,1776,13
TypeA,1774,13
TypeA,1772,13
TypeA,1769,13
TypeA,1768,13
TypeA,1767,13
TypeA,1764,13
TypeA,1763,13
TypeA,1762,13
TypeA,1759,13
TypeA,1754,13
TypeA,1753,13
TypeA,1752,13
TypeA,1751,13
TypeA,1749,13
TypeA,1747,13
TypeA,1745,13
TypeA,1742,13
TypeA,1740,13
TypeA,1735,13
TypeA,1732,13
TypeA,1731,13
TypeA,1729,13
TypeA,1726,13
TypeA,1723,13
TypeA,1722,13
TypeA,1720,13
TypeA,1716,13
TypeA,1710,13
TypeA,1709,13
TypeA,1708,13
TypeA,1707,13
TypeA,1705,13
TypeA,1703,13
TypeA,1696,13
TypeA,1695,13
TypeA,1694,13
TypeA,1693,13
TypeA,1692,13
TypeA,1689,13
TypeA,1687,13
TypeA,1685,13
TypeA,1681,13
TypeA,1678,13
TypeA,1677,13
TypeA,1676,13
TypeA,1675,13
TypeA,1673,13
TypeA,1672,13
TypeA,1662,13
TypeA,1660,13
TypeA,1659,13
TypeA,1653,13
TypeA,1648,13
TypeA,1646,13
TypeA,1642,13
TypeA,1640,13
TypeA,1639,13
TypeA,1633,13
TypeA,1631,13
TypeA,1630,13
TypeA,1620,13
TypeA,1619,13
TypeA,1618,13
TypeA,1617,13
TypeA,1613,13
TypeA,1609,13
TypeA,1607,13
TypeA,1604,13
TypeA,1602,13
TypeA,1599,13
TypeA,1598,13
TypeA,1595,13
TypeA,1590,13
TypeA,1588,13
TypeA,1587,13
TypeA,1586,13
TypeA,1585,13
TypeA,1584,13
TypeA,1579,13
TypeA,1578,13
TypeA,1577,13
TypeA,1568,13
TypeA,1567,13
TypeA,1563,13
TypeA,1558,13
TypeA,1557,13
TypeA,1556,13
TypeA,1549,13
TypeA,1548,13
TypeA,1547,13
TypeA,1546,13
TypeA,1545,13
TypeA,1544,13
TypeA,1542,13
TypeA,1541,13
TypeA,1540,13
TypeA,1537,13
TypeA,1536,13
TypeA,1535,13
TypeA,1534,13
TypeA,1529,13
TypeA,1528,13
TypeA,1527,13
TypeA,1526,13
TypeA,1520,13
TypeA,1517,13
TypeA,1515,13
TypeA,1511,13
TypeA,1510,13
TypeA,1509,13
TypeA,1508,13
TypeA,1506,13
TypeA,1505,13
TypeA,1501,13
TypeA,1494,13
TypeA,1492,13
TypeA,1491,13
TypeA,1490,13
TypeA,1489,13
TypeA,1488,13
TypeA,1485,13
TypeA,1483,13
TypeA,1481,13
TypeA,1476,13
TypeA,1475,13
TypeA,1473,13
TypeA,1470,13
TypeA,1467,13
TypeA,1463,13
TypeA,1462,13
TypeA,1461,13
TypeA,1459,13
TypeA,1458,13
TypeA,1456,13
TypeA,1454,13
TypeA,1453,13
TypeA,1452,13
TypeA,1446,13
TypeA,1445,13
TypeA,1434,13
TypeA,1431,13
TypeA,1425,13
TypeA,1423,13
TypeA,1421,13
TypeA,1420,13
TypeA,1418,13
TypeA,1412,13
TypeA,1409,13
TypeA,1406,13
TypeA,1403,13
TypeA,1402,13
TypeA,1397,13
TypeA,1396,13
TypeA,1394,13
TypeA,1393,13
TypeA,1392,13
TypeA,1391,13
TypeA,1389,13
TypeA,1388,13
TypeA,1385,13
TypeA,1383,13
TypeA,1382,13
TypeA,1379,13
TypeA,1378,13
TypeA,1376,13
TypeA,1375,13
TypeA,1374,13
TypeA,1370,13
TypeA,1369,13
TypeA,1367,13
TypeA,1366,13
TypeA,1364,13
TypeA,1357,13
TypeA,1356,13
TypeA,1353,13
TypeA,1352,13
TypeA,1351,13
TypeA,1350,13
TypeA,1337,13
TypeA,1336,13
TypeA,1331,13
TypeA,1326,13
TypeA,1321,13
TypeA,1318,13
TypeA,1317,13
TypeA,1316,13
TypeA,1314,13
TypeA,1312,13
TypeA,1307,13
TypeA,1306,13
TypeA,1305,13
TypeA,1301,13
TypeA,1299,13
TypeA,1297,13
TypeA,1296,13
TypeA,1294,13
TypeA,1293,13
TypeA,1291,13
TypeA,1287,13
TypeA,1284,13
TypeA,1282,13
TypeA,1279,13
TypeA,1277,13
TypeA,1272,13
TypeA,1271,13
TypeA,1269,13
TypeA,1266,13
TypeA,1264,13
TypeA,1263,13
TypeA,1261,13
TypeA,1260,13
TypeA,1256,13
TypeA,1248,13
TypeA,1247,13
TypeA,1245,13
TypeA,1240,13
TypeA,1239,13
TypeA,1238,13
TypeA,1229,13
TypeA,1228,13
TypeA,1226,13
TypeA,1224,13
TypeA,1222,13
TypeA,1216,13
TypeA,1207,13
TypeA,1206,13
TypeA,1203,13
TypeA,1197,13
TypeA,1193,13
TypeA,1190,13
TypeA,1188,13
TypeA,1187,13
TypeA,1186,13
TypeA,1181,13
TypeA,1180,13
TypeA,1178,13
TypeA,1175,13
TypeA,1174,13
TypeA,1167,13
TypeA,1166,13
TypeA,1164,13
TypeA,1163,13
TypeA,1160,13
TypeA,1159,13
TypeA,1158,13
TypeA,1157,13
TypeA,1154,13
TypeA,1146,13
TypeA,1145,13
TypeA,1142,13
TypeA,1141,13
TypeA,1139,13
TypeA,1138,13
TypeA,1137,13
TypeA,1134,13
TypeA,1131,13
TypeA,1130,13
TypeA,1128,13
TypeA,1123,13
TypeA,1122,13
TypeA,1119,13
TypeA,1117,13
TypeA,1116,13
TypeA,1113,13
TypeA,1111,13
TypeA,1104,13
TypeA,1103,13
TypeA,1098,13
TypeA,1097,13
TypeA,1094,13
TypeA,1091,13
TypeA,1089,13
TypeA,1087,13
TypeA,1085,13
TypeA,1084,13
TypeA,1082,13
TypeA,1081,13
TypeA,1078,13
TypeA,1074,13
TypeA,1073,13
TypeA,1072,13
TypeA,1071,13
TypeA,1070,13
TypeA,1069,13
TypeA,1066,13
TypeA,1062,13
TypeA,1061,13
TypeA,1060,13
TypeA,1058,13
TypeA,1057,13
TypeA,1056,13
TypeA,1053,13
TypeA,1050,13
TypeA,1047,13
TypeA,1045,13
TypeA,1042,13
TypeA,1041,13
TypeA,1040,13
TypeA,1039,13
TypeA,1038,13
TypeA,1032,13
TypeA,1031,13
TypeA,1029,13
TypeA,1024,13
TypeA,1020,13
TypeA,1018,13
TypeA,1017,13
TypeA,1015,13
TypeA,1014,13
TypeA,1012,13
TypeA,1011,13
TypeA,1007,13
TypeA,1005,13
TypeA,1004,13
TypeA,1000,13
TypeA,999,13
TypeA,998,13
TypeA,996,13
TypeA,995,13
TypeA,993,13
TypeA,989,13
TypeA,988,13
TypeA,987,13
TypeA,986,13
TypeA,983,13
TypeA,982,13
TypeA,979,13
TypeA,975,13
TypeA,973,13
TypeA,971,13
TypeA,968,13
TypeA,964,13
TypeA,961,13
TypeA,960,13
TypeA,957,13
TypeA,956,13
TypeA,955,13
TypeA,954,13
TypeA,952,13
TypeA,949,13
TypeA,947,13
TypeA,943,13
TypeA,942,13
TypeA,941,13
TypeA,939,13
TypeA,936,13
TypeA,934,13
TypeA,932,13
TypeA,929,13
TypeA,928,13
TypeA,926,13
TypeA,924,13
TypeA,922,13
TypeA,920,13
TypeA,916,13
TypeA,915,13
TypeA,911,13
TypeA,909,13
TypeA,908,13
TypeA,906,13
TypeA,903,13
TypeA,901,13
TypeA,900,13
TypeA,898,13
TypeA,896,13
TypeA,895,13
TypeA,891,13
TypeA,889,13
TypeA,888,13
TypeA,886,13
TypeA,883,13
TypeA,882,13
TypeA,881,13
TypeA,878,13
TypeA,876,13
TypeA,873,13
TypeA,871,13
TypeA,868,13
TypeA,867,13
TypeA,864,13
TypeA,862,13
TypeA,859,13
TypeA,857,13
TypeA,856,13
TypeA,855,13
TypeA,853,13
TypeA,850,13
TypeA,849,13
TypeA,845,13
TypeA,844,13
TypeA,842,13
TypeA,840,13
TypeA,830,13
TypeA,825,13
TypeA,823,13
TypeA,820,13
TypeA,817,13
TypeA,816,13
TypeA,807,13
TypeA,806,13
TypeA,805,13
TypeA,804,13
TypeA,802,13
TypeA,800,13
TypeA,797,13
TypeA,788,13
TypeA,787,13
TypeA,786,13
TypeA,784,13
TypeA,780,13
TypeA,776,13
TypeA,771,13
TypeA,768,13
TypeA,766,13
TypeA,764,13
TypeA,763,13
TypeA,762,13
TypeA,761,13
TypeA,755,13
TypeA,754,13
TypeA,752,13
TypeA,749,13
TypeA,747,13
TypeA,745,13
TypeA,744,13
TypeA,742,13
TypeA,738,13
TypeA,733,13
TypeA,732,13
TypeA,731,13
TypeA,728,13
TypeA,727,13
TypeA,725,13
TypeA,684,13
TypeA,681,13
TypeA,680,13
TypeA,679,13
TypeA,676,13
TypeA,675,13
TypeA,674,13
TypeA,672,13
TypeA,671,13
TypeA,670,13
TypeA,669,13
TypeA,663,13
TypeA,661,13
TypeA,660,13
TypeA,656,13
TypeA,653,13
TypeA,650,13
TypeA,647,13
TypeA,644,13
TypeA,642,13
TypeA,641,13
TypeA,640,13
TypeA,638,13
TypeA,637,13
TypeA,636,13
TypeA,634,13
TypeA,633,13
TypeA,632,13
TypeA,631,13
TypeA,630,13
TypeA,624,13
TypeA,623,13
TypeA,622,13
TypeA,621,13
TypeA,618,13
TypeA,614,13
TypeA,612,13
TypeA,609,13
TypeA,608,13
TypeA,607,13
TypeA,606,13
TypeA,605,13
TypeA,603,13
TypeA,601,13
TypeA,600,13
TypeA,597,13
TypeA,596,13
TypeA,595,13
TypeA,594,13
TypeA,591,13
TypeA,588,13
TypeA,586,13
TypeA,583,13
TypeA,582,13
TypeA,581,13
TypeA,580,13
TypeA,577,13
TypeA,576,13
TypeA,575,13
TypeA,574,13
TypeA,573,13
TypeA,569,13
TypeA,568,13
TypeA,567,13
TypeA,523,13
TypeA,518,13
TypeA,517,13
TypeA,515,13
TypeA,513,13
TypeA,511,13
TypeA,510,13
TypeA,503,13
TypeA,495,13
TypeA,718,13
TypeA,716,13
TypeA,715,13
TypeA,714,13
TypeA,712,13
TypeA,710,13
TypeA,709,13
TypeA,707,13
TypeA,706,13
TypeA,703,13
TypeA,702,13
TypeA,699,13
TypeA,697,13
TypeA,696,13
TypeA,695,13
TypeA,694,13
TypeA,693,13
TypeA,692,13
TypeA,690,13
TypeA,688,13
TypeA,685,13
TypeA,493,13
TypeA,492,13
TypeA,491,13
TypeA,490,13
TypeA,489,13
TypeA,484,13
TypeA,483,13
TypeA,480,13
TypeA,479,13
TypeA,472,13
TypeA,470,13
TypeA,469,13
TypeA,468,13
TypeA,467,13
TypeA,464,13
TypeA,463,13
TypeA,462,13
TypeA,460,13
TypeA,458,13
TypeA,456,13
TypeA,454,13
TypeA,451,13
TypeA,447,13
TypeA,445,13
TypeA,443,13
TypeA,441,13
TypeA,437,13
TypeA,434,13
TypeA,433,13
TypeA,432,13
TypeA,428,13
TypeA,426,13
TypeA,425,13
TypeA,421,13
TypeA,420,13
TypeA,418,13
TypeA,414,13
TypeA,413,13
TypeA,412,13
TypeA,411,13
TypeA,409,13
TypeA,408,13
TypeA,404,13
TypeA,397,13
TypeA,396,13
TypeA,393,13
TypeA,392,13
TypeA,390,13
TypeA,389,13
TypeA,387,13
TypeA,386,13
TypeA,383,13
TypeA,381,13
TypeA,380,13
TypeA,378,13
TypeA,377,13
TypeA,376,13
TypeA,374,13
TypeA,371,13
TypeA,367,13
TypeA,365,13
TypeA,364,13
TypeA,362,13
TypeA,361,13
TypeA,566,13
TypeA,563,13
TypeA,560,13
TypeA,558,13
TypeA,548,13
TypeA,546,13
TypeA,545,13
TypeA,543,13
TypeA,542,13
TypeA,536,13
TypeA,526,13
TypeA,524,13
TypeA,188,13
TypeA,184,13
TypeA,183,13
TypeA,180,13
TypeA,166,13
TypeA,165,13
TypeA,164,13
TypeA,162,13
TypeA,161,13
TypeA,158,13
TypeA,157,13
TypeA,156,13
TypeA,155,13
TypeA,149,13
TypeA,144,13
TypeA,143,13
TypeA,142,13
TypeA,140,13
TypeA,139,13
TypeA,134,13
TypeA,133,13
TypeA,132,13
TypeA,131,13
TypeA,127,13
TypeA,125,13
TypeA,123,13
TypeA,122,13
TypeA,121,13
TypeA,114,13
TypeA,113,13
TypeA,112,13
TypeA,110,13
TypeA,109,13
TypeA,108,13
TypeA,105,13
TypeA,104,13
TypeA,101,13
TypeA,99,13
TypeA,97,13
TypeA,93,13
TypeA,118,13
TypeA,117,13
TypeA,115,13
TypeA,91,13
TypeA,71,13
TypeA,69,13
TypeA,67,13
TypeA,65,13
TypeA,64,13
TypeA,57,13
TypeA,55,13
TypeA,95,13
TypeA,14,13
TypeA,13,13
TypeA,8,13
TypeA,1,18
TypeA,6,18
TypeA,7,18
TypeA,8,18
TypeA,14,18
TypeA,86,18
TypeA,85,18
TypeA,79,18
TypeA,78,18
TypeA,77,18
TypeA,74,18
TypeA,73,18
TypeA,72,18
TypeA,51,18
TypeA,49,18
TypeA,48,18
TypeA,47,18
TypeA,46,18
TypeA,43,18
TypeA,42,18
TypeA,41,18
TypeA,374,18
TypeA,371,18
TypeA,370,18
TypeA,367,18
TypeA,365,18
TypeA,364,18
TypeA,362,18
TypeA,361,18
TypeA,358,18
TypeA,354,18
TypeA,353,18
TypeA,351,18
TypeA,350,18
TypeA,346,18
TypeA,345,18
TypeA,339,18
TypeA,335,18
TypeA,334,18
TypeA,332,18
TypeA,330,18
TypeA,329,18
TypeA,328,18
TypeA,322,18
TypeA,321,18
TypeA,319,18
TypeA,318,18
TypeA,317,18
TypeA,308,18
TypeA,307,18
TypeA,306,18
TypeA,305,18
TypeA,304,18
TypeA,303,18
TypeA,301,18
TypeA,300,18
TypeA,294,18
TypeA,293,18
TypeA,291,18
TypeA,290,18
TypeA,289,18
TypeA,287,18
TypeA,285,18
TypeA,283,18
TypeA,282,18
TypeA,276,18
TypeA,275,18
TypeA,273,18
TypeA,264,18
TypeA,263,18
TypeA,261,18
TypeA,258,18
