household_key,DAY,COUPON_UPC,CAMPAIGN
1475,516,53700016682,13
1475,523,10000089124,13
1475,523,52740022050,13
1475,593,10000085479,18
1475,593,10000089252,18
1475,593,51800015050,18
1475,593,51809461078,18
1475,593,52100023024,18
1475,600,51258700050,18
1483,593,10000085477,18
1483,595,51960010076,18
1485,531,10000085425,13
1485,531,51254711082,13
1485,531,57631000076,13
1488,513,52927461001,13
1488,513,54154889076,13
1488,513,56414410013,13
1488,567,10000085482,16
1488,601,10000085477,18
1488,601,50308412050,18
1491,563,10000085436,16
1494,624,10000085479,18
1494,624,51960010076,18
1505,563,53500000076,16
1505,598,10000085476,18
1505,598,54300026050,18
1508,514,10000085426,13
1508,514,10000089124,13
1508,514,10000089137,13
1508,514,51600070033,13
1509,513,53700040075,13
1511,627,54900050076,18
1528,428,10000085363,8
1529,424,10000085364,8
1529,442,10000089015,8
1529,442,51958211075,8
1529,442,54300031076,8
1529,516,51600070033,13
1529,516,54100027032,13
1529,516,54180060033,13
1529,516,54369530009,13
1529,535,52580010042,13
1529,535,54100027032,13
1529,535,54100027032,14
1529,535,57680810050,13
1529,583,53500000076,16
1529,583,55310000076,16
1529,583,57124921076,16
1529,609,10000085478,18
1529,609,54300026050,18
1529,624,54100027032,20
1529,624,54589399255,20
1534,415,55100012140,8
1534,424,57127900036,8
1534,596,10000085477,18
1534,596,51780034082,18
1534,596,52000030042,18
1534,604,51600070033,18
1534,661,54900050082,25
1534,668,52840000082,23
1534,673,10000085490,23
1534,673,52840000033,25
1534,677,51200000009,25
1534,677,52700012033,25
1534,684,52900020076,25
1534,684,53000000036,23
1534,684,58768484040,25
1541,438,10000085364,8
1541,438,55000013033,8
1541,438,55100090033,8
1541,469,53600000082,10
1541,599,55000013950,18
1541,691,52100023030,25
1566,597,10000085477,18
1566,597,55000013933,18
1566,597,57231020034,18
1566,630,54589399275,20
1568,433,52310030076,8
1568,433,54300031076,8
1581,631,10000089290,18
1588,419,10000085364,8
1590,549,10000085426,13
1590,549,10000085429,13
1590,674,53000000036,23
1591,420,55100012140,8
1591,420,55410000076,8
1591,433,10000085363,8
1591,433,53800050033,8
1591,462,10000085378,9
1591,462,52100000033,9
1591,462,52100061076,9
1591,462,52840042077,9
1591,462,53800050033,9
1591,462,54850011033,9
1591,462,55004910025,9
1591,591,52200090076,18
1591,594,10000085476,18
1591,594,53760073676,18
1591,594,54300026050,18
1591,603,10000089265,18
1591,603,51600070033,18
1591,603,52500010050,18
1591,603,57143020076,18
1591,621,50930030075,18
1591,621,51600070033,18
1591,621,54800111033,18
1591,656,10000085490,23
1591,656,52840000082,23
1591,656,54400000032,23
1591,656,54850010033,23
1591,656,55200017313,23
1591,656,57027211076,23
1593,431,10000085363,8
1598,515,10000085429,13
1602,608,10000085475,18
1602,608,52113100033,18
1602,608,54200029176,18
1602,608,57143020076,18
1609,615,10000085475,18
1609,615,51600070033,18
1609,615,51800015050,18
1609,623,54850010033,18
1618,418,52586611376,8
1618,578,50099700082,16
1618,578,52270011076,16
1618,588,10000085436,16
1618,588,53500000076,16
1618,606,10000085475,18
1618,606,55000013950,18
1618,621,54200029176,18
1627,679,10000085495,24
1630,443,53700067076,8
1630,593,53700067076,18
1630,675,51200000009,25
1633,417,10000085364,8
1633,497,10000089073,12
1633,497,51600045033,12
1633,513,10000089124,13
1633,513,10000089128,13
1633,524,10000085429,13
1633,607,10000085477,18
1633,633,52100023024,18
1633,663,10000085490,23
1633,663,54900050082,25
1633,684,54400000032,23
1634,365,51111010133,30
1634,365,53700012075,30
1642,312,54850010009,29
1642,446,10000085366,8
1648,428,10000085363,8
1648,428,51981012076,8
1648,428,57910012076,8
1648,606,52570016075,18
1648,606,55000013950,18
1651,606,10000085475,18
1651,616,10000089304,18
1651,616,50308412050,18
1651,616,53700061674,18
1651,616,57050100082,18
1651,623,54154888076,18
1651,639,54154888076,18
1653,600,10000085475,18
1675,600,57143020076,18
1676,648,10000085491,23
1676,648,54850010033,23
1677,416,53600000078,8
1677,425,10000085361,8
1677,522,10000085425,13
1677,522,10000085426,13
1677,522,10000085427,13
1687,419,10000085364,8
1687,429,10000085364,8
1687,509,10000085426,13
1687,522,10000089077,13
1687,565,53500000076,16
1687,565,53600030082,16
1687,565,55310000076,16
1687,614,57143020076,18
1687,641,10000089251,18
1693,415,51862700076,8
1693,455,10000085361,8
1694,426,10000085361,8
1694,426,54154889078,8
1694,434,57045970076,8
1694,440,52100041050,8
1694,454,10000089029,8
1694,517,10000085429,13
1694,517,52740022050,13
1707,494,57033040050,11
1708,425,10000085361,8
1708,425,55100055075,8
1708,425,55100090033,8
1710,395,53700048182,5
1710,474,50813713084,10
1710,488,53700048182,10
1710,539,10000089131,13
1717,609,10000085476,18
1717,609,10000089263,18
1722,618,10000085475,18
1726,244,51370000076,26
1726,244,51700310076,26
1726,244,52100061176,26
1726,244,57127920076,26
1726,260,54134500033,26
1726,260,54300026124,26
1726,427,10000085364,8
1726,427,10000085373,7
1726,427,57050100076,7
1726,449,55150010034,8
1726,460,10000085361,8
1726,506,10000085426,13
1726,506,10000085432,13
1726,506,53600040087,13
1726,506,54263410033,13
1726,516,54154888076,13
1726,516,54175711040,13
1726,516,55100012007,13
1726,532,54200000076,13
1726,532,57050100078,13
1726,598,54154888076,18
1726,598,57231020034,18
1726,625,51780071276,18
1726,636,50581447025,18
1726,636,51600070033,18
1726,636,54900050076,18
1726,656,58870211150,21
1732,533,10000085427,13
1751,634,51500050033,19
1753,459,51410030033,8
1753,460,51600040033,8
1754,680,57192110076,25
1754,682,52100023030,25
1759,425,10000089015,8
1762,436,10000089012,8
1762,436,51800009050,8
1762,436,53600000078,8
1762,606,10000085475,18
1762,620,10000089305,18
1764,528,10000085425,13
1764,528,53620010050,13
1764,528,54100027032,13
1764,596,51111131075,14
1764,596,53620010028,14
1764,596,54100024032,14
1764,596,54100027032,14
1764,596,54800110055,14
1764,596,54800140060,14
1773,306,51200000033,29
1773,306,54060060033,29
1773,306,57455024450,29
1773,439,10000089064,9
1778,431,52484270076,8
1778,515,10000085429,13
1778,515,10000089106,13
1778,515,54154888076,13
1778,605,10000085479,18
1778,605,53120026033,18
1778,605,57143020076,18
1778,626,10000085475,18
1778,626,10000085476,18
1778,626,54133500050,18
1778,626,55100000013,18
1788,523,10000085427,13
1788,523,52580010042,13
1788,523,53800050033,13
1791,424,10000085363,8
1791,526,10000085429,13
1791,544,10000085426,13
1795,313,52840000051,29
1795,313,57047091041,29
1795,415,54132220050,8
1795,415,54154889078,8
1795,415,55100055075,8
1795,415,55100090033,8
1795,460,10000085366,8
1795,460,53800087950,8
1795,460,55100055075,8
1795,529,52840011033,13
1795,529,54300020076,13
1795,529,57218022076,13
1795,542,51600070033,13
1795,666,54900050082,25
1797,608,51800010250,18
1797,608,54060060076,18
1797,608,55100043133,18
1797,616,10000089290,18
1797,616,52113100033,18
1802,654,57027722976,21
1804,662,52700012033,25
1804,662,52900020076,25
1804,662,54900050082,25
1804,668,52100000076,25
1804,668,57192110076,25
1804,668,57756765034,25
1820,555,55000035576,15
1823,424,53800050033,8
1823,438,10000085364,8
1823,438,51111110076,8
1823,438,55100012140,8
1823,459,51780034078,8
1823,513,10000085429,13
1823,513,10000089098,13
1823,513,10000089113,13
1823,516,54154888076,13
1823,523,53700061076,13
1823,523,57680810050,13
1823,531,54650050060,13
1823,544,52100040050,13
1823,544,52740022050,13
1823,544,53800050033,13
1823,593,53120026033,18
1823,593,55000013950,18
1823,608,10000085478,18
1823,608,52800051098,18
1823,621,51600070033,18
1823,621,51800010250,18
1823,621,53010010033,18
1823,621,54154888076,18
1823,633,51600070033,18
1823,641,54300026050,18
1823,670,10000085495,24
1823,670,53000000036,23
1823,683,10000085496,24
1823,683,55100000033,23
1823,683,57940033055,20
1831,323,54400000033,29
1831,509,51600070033,13
1831,509,57047091041,13
1831,525,10000085425,13
1831,525,53800050033,13
1831,600,10000085479,18
1831,600,51600070033,18
1831,600,55000013950,18
1831,606,54300026050,18
1839,614,51500050013,19
1839,623,53700048182,19
1845,506,53620010050,13
1845,506,54154888076,13
1850,561,10000085482,16
1850,607,10000085475,18
1854,596,10000085475,18
1854,596,53120026033,18
1854,639,10000089319,21
1854,639,56261260075,21
1854,639,57790113076,18
1856,341,51111010133,30
1856,341,52586611376,30
1856,415,53600000078,8
1856,429,52370020076,8
1856,429,57047092032,8
1856,492,10000089073,12
1856,520,51111113178,13
1856,520,51780061082,13
1856,597,54154888076,18
1856,618,55000013950,18
1864,430,10000085361,8
1864,430,50930030075,8
1864,430,53475600050,8
1864,430,57457010076,8
1869,524,10000089123,13
1869,524,52100040050,13
1869,524,53620010050,13
1869,614,10000085478,18
1869,656,53620010028,20
1872,233,51700010076,26
1899,481,10000089073,12
1899,481,51800000050,12
1899,481,52100023024,12
1899,488,51800015033,12
1899,488,54470031076,12
1899,488,57790000032,12
1899,593,10000085477,18
1899,593,51800015050,18
1899,593,52100023024,18
1899,593,57143020076,18
1907,506,10000085429,13
1907,506,10000089111,13
1907,511,52038210082,13
1917,396,53663271277,6
1917,509,10000089109,13
1917,509,51960010076,13
1917,509,52740022050,13
1917,509,54154888076,13
1917,509,54300020076,13
1917,665,52900020076,25
1921,374,54300026150,4
1921,630,10000085479,18
1921,630,10000089290,18
1923,298,53000012033,29
1923,298,54300021057,29
1923,298,57047091041,29
1923,463,51380041309,9
1923,463,52100061076,9
1923,463,52580010042,9
1923,463,53700060051,9
1928,605,51906341075,18
1935,424,58087858576,7
1935,535,10000085425,13
1935,599,10000085479,18
1935,599,51780071276,18
1935,609,51258700050,18
1935,609,54850010033,18
1935,634,53160401082,18
1935,683,10000085495,24
1935,704,10000085496,24
1936,453,10000085363,8
1937,256,57127920076,26
1937,418,10000085361,8
1937,424,10000085361,8
1937,424,10000085366,8
1937,424,10000089006,8
1937,424,52898920076,8
1937,439,53000021076,8
1937,515,52898920076,13
1937,515,54300020076,13
1937,515,55000034042,13
1937,522,53800050033,13
1937,536,50813790076,13
1937,536,52898920076,13
1937,550,51960060050,13
1937,593,10000085475,18
1937,606,10000085476,18
1937,655,55100000033,23
1944,435,10000085364,8
1944,435,10000089044,8
1944,435,51862700076,8
1944,435,52370020076,8
1944,435,52580010042,9
1944,435,53000021076,8
1944,508,52840042034,13
1944,508,53800050033,13
1944,508,58978500076,13
1944,641,52570016075,18
1947,465,50834620078,9
1947,465,54850011033,9
1947,605,52800051098,18
1947,605,54300026050,18
1947,605,54420930024,18
1957,593,10000089300,18
1957,593,53010010033,18
1957,593,53800050033,18
1957,593,55410000076,18
1957,614,10000085477,18
1957,628,53700051551,18
1959,527,10000085429,13
1963,433,10000085363,8
1963,433,52370020076,8
1963,442,10000089049,8
1963,442,52898920076,8
1965,418,10000085361,8
1965,509,10000089133,13
1965,523,10000085427,13
1965,593,10000085477,18
1975,236,52100026076,26
1975,236,57294010013,26
1975,419,57631000076,8
1975,438,52580010042,9
1975,656,53620010028,20
1975,681,54589371155,20
1985,544,10000089092,13
1985,544,51600070033,13
1985,544,54900065036,13
1989,563,53500000076,16
1989,567,52270011076,16
1989,595,54060060076,18
1989,598,57332150033,18
1989,615,51780034082,18
1989,615,57143020076,18
1989,634,10000085475,18
1989,636,53160401082,18
1990,435,10000085369,8
1990,514,10000089111,13
1990,545,10000085428,13
1990,545,10000089106,13
1990,545,10000089124,13
1990,545,54154888076,13
1990,551,10000085432,13
1990,551,54154888076,13
1990,551,56414410013,13
1990,614,10000085475,18
1995,516,10000085428,13
1995,516,10000089098,13
1995,516,51480000076,13
1995,516,54300020076,13
1995,521,52100040050,13
1995,621,54850010033,18
1995,625,10000085477,18
2004,429,51312010033,8
2004,429,52100041050,8
2004,432,54200000033,8
2004,436,10000085363,8
2004,442,51800009050,8
2004,445,54300031076,8
2004,451,52920000042,8
2004,515,10000085429,13
2004,531,51254711082,13
2004,585,53800030050,17
2004,592,10000085479,18
2004,592,54850010033,18
2004,592,54900050076,18
2004,599,51800015050,18
2004,668,54850010033,23
2004,682,51200000076,23
2006,259,53500051576,26
2007,334,51111010133,30
2007,334,51111081160,30
2007,446,53600000078,8
2007,458,10000085363,8
2007,512,10000085428,13
2007,512,10000085429,13
2007,531,53620010050,13
2007,531,54180060033,13
2007,636,10000085478,18
2007,636,51011913593,18
2007,636,51111122076,20
2007,636,51570011042,18
2007,636,51600070033,18
2007,636,51920021576,18
2007,636,53010010033,18
2007,636,53160401082,18
2007,636,53620010028,20
2007,636,53980010082,18
2007,636,54100027032,20
2007,636,54589371155,20
2007,636,55100000013,18
2007,636,57231020034,18
2007,683,50834600078,20
2011,505,10000085429,13
2011,505,10000085432,13
2019,426,53600000078,8
2019,426,54610020076,8
2019,447,10000085363,8
2019,450,51700010076,8
2019,515,10000089082,13
2019,515,10000089106,13
2019,515,54300020076,13
2019,525,10000089092,13
2019,625,10000085479,18
2024,399,53600010082,5
2041,427,10000085363,8
2042,443,10000085364,8
2042,443,52100041050,8
2042,443,53620010050,8
2042,443,57631000076,8
2042,493,10000089073,12
2057,537,10000085426,13
2062,229,51111070142,26
2062,229,51111070424,26
2062,229,51111076635,26
2062,229,51111078555,26
2062,229,54450052251,26
2062,229,55150010034,26
2062,229,55410000076,26
2064,511,51980010075,13
2064,511,54200000076,13
2066,387,51500050013,5
2080,483,10000089073,12
2080,483,51800000050,12
2080,483,53800050033,12
2082,425,52484270076,8
2082,435,10000085363,8
2082,617,10000085479,18
2083,511,51981012076,13
2084,518,10000085425,13
2084,612,55000013950,18
2085,412,10000089029,8
2085,412,10000089040,8
2085,412,52100041050,8
2085,412,55000013033,8
2085,524,51600050042,13
2085,524,52740022050,13
2085,531,10000085425,13
2085,531,10000085427,13
2087,509,10000085426,13
2087,509,10000089079,13
2087,509,54154888076,13
2087,509,54300020076,13
2087,509,55714580087,13
2087,509,57680810050,13
2088,608,10000085475,18
2088,608,10000085478,18
2094,593,10000085479,18
2094,593,54900050076,18
2094,593,57143020076,18
2100,536,10000085425,13
2100,536,10000089076,13
2100,536,10000089106,13
2100,536,51980010075,13
2100,536,52840011033,13
2100,536,55410000076,13
2100,590,10000085475,18
2100,590,51800015050,18
2100,590,51960010076,18
2100,590,52500010050,18
2100,590,53010010033,18
2100,590,53500035050,18
2100,590,53800050033,18
2100,590,54300026050,18
2100,590,55410000076,18
2111,244,55410000076,26
2112,513,54100024950,13
2112,513,55000013050,13
2112,598,10000085475,18
2112,598,53120026033,18
2115,418,10000085363,8
2115,418,57045970076,8
2117,284,50000540076,29
2123,505,10000085425,13
2123,505,51113240013,13
2123,505,52016910055,13
2123,505,54180010033,13
2123,505,54650050060,13
2123,505,57255400076,13
2123,590,10000089251,18
2123,590,10000089259,18
2123,590,51960010076,18
2123,590,57631000076,18
2124,333,52100026076,30
2124,342,55703710075,30
2124,469,51500059033,10
2124,483,10000089073,12
2124,483,54300010033,12
2124,490,54470031076,12
2124,504,51800000050,12
2124,514,10000089111,13
2124,534,53800050033,13
2124,541,10000085428,13
2124,595,52200090076,18
2124,608,51500050033,19
2124,608,52100023024,18
2124,608,57007461076,19
2124,625,10000085475,18
2124,625,51500050013,19
2124,625,51600070033,18
2124,625,53400061150,18
2124,625,53700048182,19
2124,625,55220010013,19
2130,528,10000085427,13
2130,528,10000089128,13
2130,528,51480000076,13
2130,528,54150023150,13
2130,528,55410000076,13
2130,528,57047091041,13
2130,528,57084400050,13
2130,528,57756765076,13
2130,601,10000085475,18
2130,601,10000089253,18
2130,601,51111114101,18
2130,601,54060060076,18
2130,619,51298810078,18
2130,619,53010010033,18
2130,619,57144800076,18
2134,540,55000035282,13
2147,510,10000085425,13
2147,510,10000089133,13
2147,510,54150023150,13
2147,510,57680810050,13
2147,522,10000089127,13
2147,522,51330021113,13
2147,620,10000085475,18
2147,620,10000089302,18
2147,620,54850010033,18
2148,340,51111070124,30
2148,638,10000089290,18
2156,512,56414410013,13
2158,603,10000085475,18
2158,603,10000089288,18
2158,603,51800015050,18
2158,603,57332150033,18
2158,631,51298810078,18
2158,631,54154888076,18
2162,623,51600070033,18
2168,444,10000085363,8
2168,592,10000085475,18
2168,592,10000085479,18
2168,592,10000089248,18
2168,592,52100023024,18
2171,569,53700048076,16
2185,517,10000085426,13
2185,517,51480000076,13
2185,517,51980010075,13
2199,436,10000085364,8
2199,436,52100041050,8
2199,436,53000021076,8
2199,436,57045970076,8
2199,451,10000085378,9
2199,451,54300026033,9
2199,515,10000085426,13
2199,551,52100040050,13
2199,596,10000085475,18
2199,596,51200092776,18
2199,637,52500010050,18
2199,637,54300026050,18
2199,637,55480017133,18
2200,327,51960010076,30
2200,369,54154888076,30
2200,430,10000085363,8
2200,430,10000085369,8
2200,487,51600045033,12
2200,487,52529311476,12
2200,516,10000085425,13
2200,516,54154888076,13
2200,531,55410000076,13
2200,550,52740022050,13
2200,591,10000085475,18
2200,591,51800015050,18
2200,591,51960010076,18
2200,591,54154888076,18
2200,591,55410000076,18
2200,591,57680000050,18
2200,633,51800000050,22
2200,633,52100000031,22
2200,633,52800031032,22
2200,633,57045970076,22
2213,243,51370000076,26
2213,243,52898920076,26
2217,505,10000085426,13
2217,520,51780031082,13
2222,433,50004110076,8
2231,593,10000085478,18
2231,593,53700026850,18
2231,620,51862700076,18
2231,620,53600010087,19
2233,344,54154888076,30
2233,344,54850011076,30
2233,415,10000085366,8
2233,415,57910012076,8
2233,422,57127900036,8
2233,510,10000085425,13
2233,510,54154888076,13
2233,510,57047091041,13
2233,646,10000085493,23
2233,646,52840000082,23
2233,646,55200017313,23
2234,610,10000089290,18
2234,623,10000085475,18
2234,623,57050100082,18
2237,523,10000089081,13
2237,523,51600070033,13
2237,523,54100024950,13
2237,523,57047091041,13
2237,604,10000085475,18
2237,604,10000089276,18
2237,604,10000089290,18
2237,604,51600070033,18
2237,604,52100023024,18
2240,226,53600000001,26
2240,344,53600011082,30
2240,466,53600000082,10
2240,604,10000085479,18
2240,604,53210060033,18
2240,609,53600010087,19
2240,629,53600010087,19
2240,688,53400022076,25
2240,688,54900050082,25
2240,688,58768484040,25
2244,368,57790000075,30
2260,646,51800000050,22
2260,646,52100000031,22
2260,646,54450000076,22
2260,646,57045970076,22
2264,430,10000085364,8
2270,671,58768484040,25
2275,681,52700012033,25
2275,681,57797520075,25
2275,692,10000085496,24
2280,225,57008510075,26
2280,241,53400022076,26
2280,323,51254711078,30
2280,323,57103800077,30
2280,413,53600000078,8
2280,466,53700048182,10
2280,512,10000085427,13
2280,512,51700010076,13
2280,593,10000085478,18
2280,593,54900050076,18
2280,601,53700061674,18
2280,601,53770000076,18
2280,659,54900050082,25
2282,589,10000085475,18
2284,425,10000085363,8
2284,593,10000085475,18
2305,237,57143030076,26
2305,237,57756765876,26
2305,260,54900020032,26
2305,348,53010030033,30
2305,359,51111111175,3
2305,510,10000085426,13
2305,510,52740022050,13
2305,514,51600070033,13
2305,520,53620010050,13
2305,520,54200000076,13
2305,599,10000085475,18
2305,599,51570011042,18
2305,641,51600070033,18
2305,641,55410000076,18
2305,662,54100024032,20
2314,507,52898920076,13
2314,507,57631000076,13
2314,600,54300026050,18
2317,419,10000085364,8
2317,419,51111110076,8
2317,419,53620010050,8
2317,422,55113140076,8
2317,447,53663200076,8
2317,519,10000085429,13
2317,519,51480000076,13
2317,519,57047091041,13
2317,642,10000085475,18
2317,642,10000089277,18
2322,431,54154888076,8
2322,442,54610020076,8
2322,442,57047092032,8
2324,451,10000085363,8
2324,451,10000085366,8
2324,543,54178802078,13
2324,543,57680810050,13
2324,627,10000085479,18
2330,422,10000085364,8
2330,422,54470020031,8
2330,422,57127900036,8
2331,343,51111073935,30
2331,343,51111074635,30
2331,505,10000089110,13
2334,506,10000085425,13
2334,506,54200000076,13
2341,416,10000085367,8
2341,416,52840031033,8
2342,593,57631000076,18
2342,607,10000085479,18
2347,626,55703711082,18
2351,517,10000089081,13
2351,517,51700010076,13
2351,517,53620010050,13
2351,517,55410000076,13
2351,521,10000085426,13
2351,521,10000089134,13
2351,549,55340000082,13
2351,598,10000085475,18
2351,598,53120026033,18
2351,605,55400061078,18
2351,605,57143020076,18
2351,626,52113100033,18
2364,594,10000085479,18
2364,599,10000089272,18
2366,411,53700048051,7
2366,411,57050100076,7
2366,426,10000089054,8
2366,516,10000085429,13
2366,516,10000089106,13
2366,516,53010030033,13
2366,516,53620010050,13
2366,516,54300020076,13
2366,544,51254600014,13
2370,438,10000085363,8
2370,507,54200000076,13
2370,616,10000085479,18
2370,616,10000089290,18
2370,616,55410000076,18
2370,639,10000089269,18
2370,639,52100023024,18
2370,639,52500010050,18
2374,518,50004510078,13
2374,615,10000085479,18
2374,615,10000089239,18
2374,615,52100023024,18
2374,615,52500010050,18
2374,615,54060060076,18
2374,640,50581447025,18
2375,529,10000085426,13
2375,529,10000089106,13
2375,529,10000089134,13
2375,529,52740022050,13
2375,529,52840050076,13
2375,529,53010030033,13
2375,529,54154889076,13
2375,529,55410000076,13
2375,591,10000089237,18
2378,593,54200029176,18
2378,593,55410000076,18
2378,610,10000085475,18
2380,415,10000089018,8
2380,415,53010010033,8
2380,415,53800050033,8
2380,420,10000085364,8
2380,505,10000089108,13
2380,505,51600070033,13
2380,505,54200000076,13
2380,505,54369530009,13
2380,510,56414410013,13
2380,521,10000089127,13
2380,532,57047091041,13
2380,596,10000089246,18
2380,596,10000089290,18
2380,596,53120026033,18
2380,604,10000085476,18
2380,623,52100054076,18
2380,623,57680000050,18
2380,630,51500050033,19
2380,636,51600070033,18
2398,637,10000085477,18
2400,567,10000085436,16
2400,567,10000085482,16
2400,567,52270011076,16
2400,567,53500000076,16
2400,567,53600030082,16
2400,567,53700048076,16
2400,567,55310000076,16
2400,567,57124921076,16
2400,567,57418211676,16
2400,600,10000085478,18
2400,600,10000089248,18
2400,600,10000089251,18
2400,600,10000089278,18
2400,600,51600030101,18
2400,600,52000030042,18
2400,600,52840001082,18
2400,600,53210060033,18
2400,600,54154888076,18
2400,600,54300026050,18
2400,600,55410000076,18
2400,621,53600010087,19
2400,621,53700048182,19
2400,621,57007451076,19
2406,443,52100000033,9
2406,443,53700060051,9
2407,508,10000085425,13
2407,508,10000089128,13
2407,508,52740022050,13
2407,508,57680810050,13
2407,593,10000089290,18
2407,593,51600030101,18
2407,593,53210060033,18
2407,593,54060060076,18
2407,628,10000089248,18
2420,546,10000085429,13
2421,451,10000085363,8
2421,451,52840031033,8
2421,489,10000089073,12
2421,505,57631000076,13
2421,605,10000085475,18
2421,610,10000089290,18
2421,610,51800015050,18
2427,370,53620010028,3
2427,505,10000085427,13
2427,505,10000085432,13
2427,620,51600070033,18
2427,674,51200000009,25
2427,674,57797520075,25
2427,680,54900050082,25
2427,682,52840000033,25
2430,424,10000085361,8
2430,424,10000089032,8
2441,511,54180010033,13
2441,511,57631000076,13
2441,602,54300026050,18
2441,608,54060060076,18
2443,228,57457010076,26
2443,378,53450050033,4
2443,378,54759930033,4
2448,312,52100023020,28
2448,327,51111081540,30
2448,341,51015877076,30
2448,421,10000085364,8
2448,424,10000085364,8
2448,442,54450031033,8
2448,453,54440020034,8
2448,593,57631000076,18
2448,619,10000085477,18
2448,684,51111120078,20
2451,325,54200000076,30
2451,336,55100090033,30
2451,384,54420933024,4
2451,385,54300026150,4
2451,415,10000085361,8
2451,428,52484270076,8
2451,440,51380041309,9
2451,440,54154888076,8
2451,440,54850011033,9
2451,453,57127900036,8
2451,455,53800050033,8
2451,455,53800050033,9
2451,479,10000089073,12
2451,513,10000085428,13
2451,513,51254711082,13
2451,513,51600070033,13
2451,513,54154888076,13
2451,513,57047091041,13
2451,513,57680810050,13
2451,542,51600070033,13
2451,591,10000085475,18
2451,593,54300026050,18
2451,598,54200029176,18
2455,453,55000013033,8
2455,606,10000085478,18
2457,368,52400060032,30
2462,425,52898920076,8
2462,430,10000085364,8
2462,430,54610020076,8
2462,443,57127900036,8
2462,481,10000089073,12
2462,602,10000085475,18
2462,602,51600070033,18
2462,606,51258700050,18
2462,641,54610000076,21
2467,513,10000085426,13
2467,513,56414410013,13
2467,522,53010030033,13
2467,537,54178802078,13
2467,634,51800010250,18
2475,513,51600070033,13
2475,602,51600070033,18
2478,641,10000085477,18
2478,641,52113100033,18
2478,641,54850010033,18
2478,641,54850010033,22
2481,458,10000085364,8
2481,605,10000085476,18
2481,605,52000030042,18
2488,294,51200092776,29
2488,294,51410010050,29
2488,545,53010030033,13
2488,545,55703711082,13
2488,545,57631000076,13
2488,565,54800110055,14
2488,578,57124921076,16
2488,621,10000085475,18
2488,621,51800015050,18
2488,621,54900050076,18
2488,624,52200090076,18
2489,357,52100000076,30
2489,357,52100026076,30
2489,415,10000089054,8
2489,415,52700040009,8
2489,415,53600000078,8
2489,448,57047092032,8
2489,505,10000085425,13
2489,505,51600070033,13
2489,505,51960060050,13
2489,505,55150000034,11
2489,515,10000085425,13
2489,515,10000085427,13
2489,515,10000085429,13
2489,515,10000089098,13
2489,515,10000089124,13
2489,515,51254711082,13
2489,515,51480000076,13
2489,515,51600040033,13
2489,515,52927461001,13
2489,515,53500051576,11
2489,515,54300020076,13
2489,515,56414410013,13
2489,515,57047091041,13
2489,521,52740022050,13
2489,529,51981012076,13
2489,558,54589399250,14
2489,558,54800140060,14
2489,698,10000085496,24
2494,633,51111120001,18
2494,633,54105800093,18
2494,635,10000085477,18
2494,635,52310000076,18
2494,635,54133500050,18
2496,424,10000085363,8
2496,424,57045970076,8
2496,424,57910070076,8
2496,522,10000085429,13
2496,592,10000085479,18
2496,592,10000089283,18
2496,592,52100023024,18
2496,592,53010010033,18
2496,592,54133500050,18
2496,592,54900050076,18
2496,610,55100000013,18
2500,449,53663200076,8
2500,449,54300031076,8
2500,624,55000013950,18
